company_id,name,description,company_size,state,country,city,zip_code,address,url
853311,LeewayHertz ,"LeewayHertz is one of the first few companies to build and launch a commercial app on Apple's App Store. Our certified designers and developers have designed and developed over 100 digital platforms using AI, IoT, Web3, Metaverse and Blockchain technologies. At LeewayHertz, we have developed digital solutions for Fortune 500 companies and startups to ease their business functions with the latest technologies. Some of our reputed clients include ESPN, NASCAR, Hershey's, McKinsey, P&G, Siemens, 3M, Pearson and more.

Being an award-winning software development company, we have also proven our expertise in AI development, offering a comprehensive suite of AI services, including AI/ML strategy consulting, custom model and solutions development, and AI integration and deployment. Our team of certified experts specializes in advanced AI technologies such as ML, computer vision, and natural language processing. LeewayHertz's expertise extends to multiple AI models, including GPT-4, LLaMA, PaLM-2, and more. If you're looking to harness the power of AI for transformative business success, LeewayHertz is your trusted technology partner. Join us at https://www.leewayhertz.com/
",2,Haryana,IN,Gurgaon,122002,"Unitech Cyber Park, ",https://www.linkedin.com/company/leewayhertz-technologies
1046969,Lumeris,"Lumeris is a value-based care managed services operator for health systems and providers seeking extraordinary clinical and financial outcomes. Lumeris aligns providers and payers across populations with technologies, processes, behaviors and information to achieve high-quality, cost-effective care with satisfied consumers — and engaged physicians. Lumeris with Essence Healthcare, its inaugural client with more than 60,000 Medicare members in Missouri and Illinois, has averaged a CMS rating of 4.5 Stars for the last ten years and produced the highest consumer and physician satisfaction scores in the industry along with significantly better clinical outcomes and lower costs. For more information, go to www.lumeris.com.",5,Missouri,US,Maryland Heights,63043,13900 Riverport Drive,https://www.linkedin.com/company/lumeris
1412607,WSP in India,"We are one of the world’s leading professional services firms, uniting our engineering, advisory and science-based expertise to shape communities to advance humanity. 

From local beginnings to a globe-spanning presence today, we operate in over 50 countries and employ approximately 73,000 professionals, known as Visioneers.

Our India team of 4,200+ professionals pioneer solutions and deliver innovative projects across sectors: Transport & Infrastructure, Property & Buildings, Earth & Environment, Water, Power & Energy and Mining & Metals.

#WeAreWSP",7,Uttar Pradesh,IN,Noida,201301,"WSP India, FC-24, First Floor, Sector 16A,",https://www.linkedin.com/company/wsp-consultants-india-ltd
1615845,ALTEN Germany,"ALTEN Germany – Dein weltweit führender Entwicklungsdienstleister & IT Services Partner

Wer wir sind? 
Wir sind der gemeinsame Markenaufritt der deutschen Tochtergesellschaften des französischen ALTEN Konzerns. Wir entwickeln und realisieren gemeinsam Projekte von A–Z mit rund 3.000 hochqualifizierten Mitarbeitenden aus über 70 verschiedenen Nationen. Wir sind überall wo du bist – vor Ort an einem unserer 15 Standorte – bei unseren Kunden und natürlich digital vernetzt.

Wie wir arbeiten? 
Als dynamisches Team: Eigenverantwortlich, engagiert und kreativ. 
Als Tochtergesellschaften des ALTEN Konzerns profitieren wir von einem internationalen Netzwerk aus über 58.000 Kolleginnen und Kollegen sowie von über 35-jähriger Erfahrung und Know-how.

Was uns auszeichnet? 
Wir sind Multispezialist und überall dort, wo Technologie zum Leben erweckt wird. 
Unsere Projektvielfalt erstreckt sich über alle Bereiche der Forschung und Entwicklung sowohl im Engineering als auch in der digitalen Welt. Für unsere namhaften Kunden aus allen großen Industriezweigen realisieren wir Entwicklungs- und IT-Projekte entlang des gesamten Produktentstehungsprozesses – von der ersten Idee über die Konzeption und Entwicklung bis hin zum serienreifen Produkt und darüber hinaus.

Was wir bieten? 
Einen  unkomplizierten Direkteinstieg sowie unzählige Entwicklungsmöglichkeiten.
Arbeiten bei ALTEN bedeutet: Vielseitige Projekte bei namenhaften Kunden mit spannenden Aufgaben in einem kompetenten, dynamischen Team. Und damit: Beste Karriereaussichten.

Warum also ALTEN? 
Uns liegt das Wohl jedes Teammitglieds am Herzen. Deshalb legen wir Wert auf ein positives Arbeitserlebnis und gutes Betriebsklima.  Überzeuge dich also am besten selbst!

Hast du Fragen? 
Dann schreibe uns über unser Kontaktformular: https://www.alten-germany.de/kontakt/. Wir werden uns mit dir in Verbindung setzten.

Impressum: https://www.alten-germany.de/impressum/",5,0,DE,Coburg,96450,Rosenauer Straße 27,https://www.linkedin.com/company/altengermany
1646190,Aqilea,"We love technology, we love design and we love quality. Our diversity makes us unique and our inclusive workplace culture embraces individual differences by creating a sense of belonging and respect to all. With us, each individual is her/himself and respects others for who they are!
Diversity and inclusion is the part of the DNA of Soltia.

Soltia is an IT consulting company founded 2004 in Australia , 2012 in Stockholm, Sweden and 2023 in Bangalore India.

We have our own IT experts and also with 20+ years of experience in the industry a network of thousands of sub-contractors. Our consultants are at the forefront of development and strive to become even better in their areas of expertise in order to always be able to solve our customers' challenges.",2,Stockholm County,SE,Liljeholmen,11743,Fredsborgsgatan 24,https://www.linkedin.com/company/aqilea
2220694,ArsenalTech,"We’re not just another offshore software and web development company – we’re your squad of digital wizards, transforming ideas into incredible realities for clients worldwide. Armed with cutting-edge infrastructure and a young, vibrant, and jovial team full of energy, we’re on a mission to redefine custom web & mobile app development.


Meet our dream team:

>Full-Stack Ninjas slicing through code like butter
> Imaginative Designers turn ing pixels into poetry
> Savage QA Testers with eagle eyes that miss nothing
> Agile PMs who keep the chaos organized
> Wakeful Sales & Marketing Pros ready to brainstorm 24/7


Jill-Jack & master of many trades:

> Healthcare web & mobile apps that make life easier
> E-commerce platforms to turn browsing into buying
> Real estate hubs that close deals faster
> AI-powered SaaS applications smarter than your average bot
> LMS & Smart School systems that modernize education
> Logistics & shipping portals for seamless deliveries
> FinTech apps for trading, lending, and making sense of money


Platforms We Build:

> Custom Web Apps
> Mobile & Tablet Apps
> Progressive Web Apps (PWAs)
> Single Page Apps (SPAs)
> Desktop Systems


Our Core Superpowers:

> Certified Brilliance: Among the rare Indian companies with certified OutSystems developers (yes, we’re that cool).
> Global Fame: Trusted by NASDAQ-listed healthcare giants in the USA – talk about A-list credentials!
> All-in-One Expertise: From coding and design to testing and project management, we’re a one-stop shop.
> Client-First Mindset: Your success is our mission, so we offer tailored solutions that fit your goals like a glove – no cookie-cutter stuff here!
> Innovation Obsessed: Always

Our Mantra:
At ArsenalTech, we live by one rule: ""An Arsneal Of Possibilities."" Every line of code, every design mockup, every solution we deliver is built to drive growth, make an impact, and keep your business thriving.",2,Gujarat,IN,Ahmedabad,380015,"1003, 1004, B Wing, Mondeal Heights",https://www.linkedin.com/company/arsenaltech
2455773,411 Locals," 411 Locals is a leading business services agency established in 2007.
Over the past 17 years, we have successfully helped over 100,000 small businesses across the US, Canada, Mexico, and Australia bring new clients.

At 411 Locals, we value your time and talent! 

We offer flexible scheduling, the opportunity to work from home, diverse coworkers, and training programs. 

Being entrepreneurial to our core, we keep a growth mindset for our customers and employees.

As a result, 411 Locals was placed number 4 among the Local SEO US Companies in June 2019. And that’s not all. 411 Local is a Certified Google All-Stars Partner with Better Business Bureau (BBB) A+ rating and recognized by the mainstream media like Forbes, Bloomberg, Yahoo Finance, and Inc. 

If you value inclusivity, opportunity, and flexibility, we are the right place for you.

Want to be a part of a team that wants to see you succeed?
 
",5,Nevada,US,Las Vegas,89107,0,https://www.linkedin.com/company/411-locals
2653084,Asenium,"Our team offer:
Reactivity
Our knowledge, network and experience allow us to allocate qualified resources within 24–48 hours.

Global market
Thanks to office locations in Paris, Geneva, São Paulo, New York, and Singapore we cover your needs worldwide.

Expertise
Since 2005, Asenium works hand in hand with its customers for their needs of expertise throughout each phase of their transformation programs.",2,Île-de-France,FR,Paris,75017,"141, Avenue de Clichy",https://www.linkedin.com/company/asenium-consulting
3091855,Reuters News Agency,"Reuters, the news and media division of Thomson Reuters, is the world’s largest international multimedia news provider, with 2,600 journalists across 165 countries. 

Reuters News Agency offers flexible products and services that give you the freedom to experiment with the way you work. Meaning you can quickly meet the changing demands of your audience – all whilst building continued business success. ",6,UK,GB,London,E14 5EP,30 South Colonnade,https://www.linkedin.com/company/reuters-news-agency
4980942,Erste Digital,"With more than 2,000 IT experts and enthusiasts, we are the Digital Muscle of Erste Group. We drive the realization of Erste Group’s vision: To provide human banking in digital times, and to build Financial Health for over 16 million customers in the CEE region.

We are Erste Digital.
We are #digitaltotheheart",5,Wien,AT,Wien,A-1100,Am Belvedere 1,https://www.linkedin.com/company/erstedigital
5270612,Annalect India,"We are an integral part of Annalect and Omnicom Group, the global leader in marketing and communications and one of the largest media and advertising agency holding companies in the world. We play a key role for our group companies and their branded networks by providing stellar products and services in the areas of Media Services, Marketing Science (data & analytics), Technology, Creative Services, Market Research and Business Support Services.  

Since 2012, we have been helping our partner agencies realize the benefits of centralized data-driven capabilities, ultimately strengthening their relationships with various stakeholders. We have a similar focus on our people and community that is achieved by bringing diverse perspectives into our fold.",5,Telangana,IN,Hyderabad,500032,"RMZ Spire, Tower 110, 21st floor, Silpa Gram Craft Village",https://www.linkedin.com/company/annalect-india
6836027,SynergieGlobal,"At SynergieGlobal, we are driven by two core passions: Digital Transformation and Community Impact, always with our clients' utmost satisfaction in mind. We ignite business value through:

  Data-Led Transformation & Technology Integration:
        Digital roadmap and blueprint development
        Legacy system modernization
        Cyber security integration
        IoT Integration

  Artificial Intelligence & Machine Learning Solutions
        Predictive operations
        Failure detection system
        Image recognition
        Full lifecycle analytics implementation (Data Ingestion, Storage, Discovery, Advanced Analytics, Insight Exhaust and Visualization)

  Talent & Technology Synergy:
        Custom technology architecture and integration
        Technical solutions engineering and development (Open-source technology adoption, Vendor technology optimization or hybrid)
        Solution scaling consulting
        DevOps integration and optimization

Our mission: Create value through innovation with a focus on client satisfaction. Ready for tech-driven success and community impact? Let's connect.",1,DC,US,Washington,20001,0,https://www.linkedin.com/company/synergieglobal
7598320,Epsilon Solutions Ltd.,"Based in Toronto, Ontario, Epsilon Solutions Ltd. has been providing business and IT solutions throughout Canada since 2013. At Epsilon Solutions, we are cognizant that you have many choices when selecting an IT services company.

Epsilon Solutions delivers expert information technology consultants who can contribute to a fast-paced and ever-changing technological world. Whether you need to accelerate your IT projects or get your career moving full speed ahead, Epsilon Solutions helps you achieve success.

Our IT talent management expertise ensures you attract, develop and retain the best IT professionals required to achieve your business targets better, faster and more cost-effectively. With over 50+ employees, we deploy more than 900+ technical professionals annually to support critical engagements, including Fortune 500.

We strive to differentiate ourselves by providing a level of service unparalleled in the industry.

Dedicated Account Managers who serve as your single point of contact
Experienced Technical Recruiters qualify candidates based on your requirements.
Trained professional staff who stay abreast of emerging technologies
A flexible business approach to work within your guidelines
The selective and confidential recruiting process
Access to passive job seekers

We meet you where you are and take you where you want to go—the way you want to get there. 

Our services can scale from staff augmentation to fully outsourced services, depending on the level of responsibility you want us to assume. Additionally, we can leverage our global delivery models to ensure cost-competitive solutions without sacrificing quality outcomes.",2,Ontario,CA,Mississauga,L5R 4G7,110 Matheson Blvd west ,https://www.linkedin.com/company/epsilon-solutions-canada
10536896,Eden Smith Group,"Eden Smith delivers holistic, integrated solutions aligning PEOPLE and data to support the entire business ecosystem.

Our consulting and staffing services complement each other, providing innovative, PEOPLE-focused solutions for data and sustainability needs across industries.

We collaborate with our community to bridge gaps in strategy, enablement, and adoption, tailoring solutions to fit each organisation’s PEOPLE, technology, and challenges.

This value-driven approach ensures bespoke, sustainable outcomes that empower organisations to thrive in a dynamic, unpredictable future.",1,England,GB,0,0,Remote,https://www.linkedin.com/company/eden-smith-limited
10846631,red.it - a CONKORD company,"<​RED IT> is not a typical consultancy company. 
We’re born in Lisbon, focused on concepts of excellence and knowledge in Information Technology, providing services all around the world. 

We are wolves who inspires <​code/>. 

Our mission is to find people like Us to join the Pack.
We’re always hiring. 
Always looking for the Best Wolves. 

It’s totally about people!

We are...

- People who love to learn.
- People who love technology.
- People who like to do things right.
- People that are here to help you grow your business.

Our motto is... 
""​ If you want to go fast, go alone. If you want to go far, GO TOGETHER!""​

Curious?
",2,Lisboa,PT,Lisboa,1700-036,Praça de Alvalade,https://www.linkedin.com/company/redit
11193079,Klarity,"Klarity is building fully automated back-office for enterprise. Our customers like DoorDash, Cloudflare, CrowdStrike and others use Klarity to achieve instant turnaround time, unmatched accuracy and OpEx reduction. ",2,California,US,San Francisco,94105,55 2nd St,https://www.linkedin.com/company/klarityai
13184848,Media Meter Inc.,"Media Meter, Inc. (MMI) helps organizations and companies track the conversations in relevant online and traditional sources including hundreds of newspapers, magazines, radio, TV stations, and blogs every day so they don’t have to. Our advanced data monitoring and analytics platform can help you see the different opportunities to maximize your brand’s exposure in the right places. 

Since pioneering media monitoring solutions in the Philippines in 2003, we have improved our services to help track your brand's presence alongside your competitors. Manage your brand’s story efficiently with data-driven solutions provided by our platform and stay one step ahead of the competition. Data is your new language with Media Meter.",2,Metro Manila,PH,Quezon City,1103,"3rd floor, Blupoint Building, 106 Kamuning Road, Quezon City, Philippines ",https://www.linkedin.com/company/media-meter-inc-
13237948,Weekday Jobs (YC W21),We are a YC-backed recruitment startup. Find select jobs posted by premium YC as well as VC backed startups here. Hand-curated by Weekday team.,1,0,0,0,0,0,https://www.linkedin.com/company/weekdayjobs
13258533,Skit.ai,"Skit.ai is the leading Conversational AI company in the accounts receivables industry, empowering collection agencies and creditors to automate collection conversations and accelerate revenue recovery. Skit.ai’s suite of multichannel solutions—featuring voice, text, email, and chat, in both English and Spanish, powered by Generative AI—interacts with consumers in their preferred channel, elevating consumer experiences and consequently boosting recoveries.",3,0,US,New York,10016,"135 Madison Avenue, 6th Floor, NY",https://www.linkedin.com/company/skit-ai
13644013,AnyMind Group,"AnyMind Group is a BPaaS company for marketing, e-commerce and digital transformation that provides both point-based solutions and a comprehensive, inter-connected suite of products to drive next-generation commerce. 

The company offers tools to businesses, publishers and influencers - from cloud manufacturing and e-commerce enablement, to marketing, logistics, media monetization and creator monetization.  

We're on a mission to make every business borderless by removing borders between businesses and customers, online and offline, and between industries, data silos, geographical boundaries and more.

AnyMind Group was founded in Singapore in April 2016, and has since expanded into 15 markets and 22 offices including Thailand, Indonesia, Vietnam, Cambodia, Malaysia, the Philippines, Hong Kong, Taiwan, Mainland China, Japan, India, the United Arab Emirates, South Korea and Saudi Arabia.",5,Tokyo,JP,Tokyo,106-0032,"31/F Roppongi Hills Mori Tower, 6-10-1 Roppongi, Minato-ku",https://www.linkedin.com/company/anymindgroup
14614515,XPT Software Australia,,2,VIC,AU,MELBOURNE,3199,0,https://www.linkedin.com/company/xpt-software-australia
15210205,Didask,"Didask, c'est LA Learning Transformation Platform, qui fait passer de l'information à la transformation des apprenant·e·s, et qui génère des résultats sur le terrain !

Solution e-learning complète, notre plateforme tire son efficacité pédagogique de son expertise en sciences cognitives. Sa méthodologie unique identifie et prend en compte les enjeux cognitifs des apprenant·e·s pour proposer les modalités pédagogiques les plus efficaces.

Didask intègre la 1ère IA pédagogique, qui vous assiste pour la conception-rédaction, transforme automatiquement vos contenus en eLearning interactif et didactique, adapte l'expérience pour chacun, corrige en direct et coach vos apprenant·e·s !

Didask permet ainsi de créer en 2 jours 1h de e-learning au lieu de 20, soit 10 fois plus vite qu'un LMS classique, mais surtout de significativement faire monter en compétences vos apprenant·e·s : 94% affirment que leurs parcours Didask ont eu un impact positif dans leur quotidien. 

Didask est disponible en plateforme e-learning complète, sous forme de licence incluant : un outil-auteur avec IA pédagogique créatrice de contenus, un LXP pour diffuser des expériences apprenantes, adaptatives, engageantes et à fort impact pédagogique, un LMS, pour administrer et piloter finement tout votre e-learning.

Accessible en plateforme ou en extension, Didask est aujourd’hui utilisé par plus d’une centaine d’organisations - grands groupes, PME, universités et écoles, associations, OF - telles que BNP, ESSCA, ESSEC, Le Ministère des Armées, L’Oréal, Orange, PSL, PwC, Réseau AMA, Suez...

Didask est aussi accessible en extension pour LMS : vous bénéficiez de toute l'expérience Didask sans changer de plateforme.",2,Ile de France,FR,Bagnolet,93170,60 bis rue Sadi Carnot,https://www.linkedin.com/company/didask
15454502,CallTek,"For two decades, CallTek has been a global leader in delivering secure, compliant, and reliable white-label technical support services. As a Managed Service Provider (MSP), we offer 24/7 engineering, software development, field service, and customer support to technology operators and service providers worldwide.

Our team of over 10,000 skilled professionals manages more than 20,000 buildings and one million enterprise network appliances globally. We are dedicated to security and privacy, adhering to the highest industry standards, including PCI-DSS, ISO 27001, SOC 2, and GDPR. This commitment ensures that our partners' data is protected, and their operations are compliant with global regulations.

CallTek combine our expertise as an MSP with innovative technology. We’ve developed proprietary platforms such as Odyssey CX , powered by artificial intelligence (AI) and natural language processing (NLP), to provide advanced solutions that integrate seamlessly with your existing systems to provide you deep customer insights.

Our dedication to excellence extends to our 24/7 Live Customer Support and Field Service teams, who are available across 35,000 zip codes, including certified low-voltage Ekahau technicians ready to resolve break-fix jobs and perform Wireless Site Surveys.

Headquartered in Irvine, CA, CallTek has a global footprint with offices in nine countries, including the Dominican Republic, Colombia, Egypt, Guatemala, Honduras, India, Mexico, the Philippines, and the United States.

Recognized for our unwavering commitment to security, privacy, and innovation, CallTek was named one of the Best Employers by The Philippine Daily Inquirer in 2023 and 2004. For more information on how CallTek can securely support your business with cutting-edge solutions, visit calltekinc.com.


",6,California,US,Irvine,92604,4605 BARRANCA PKWY STE 101G,https://www.linkedin.com/company/calltek-inc.
15837260,Core Tech Recruitment,"Core Tech Recruitment is a specialist IT, Software development and SAP recruitment business. 
Originally founded off the back of years of IT recruitment experience.
We partner with some of the DACH regions most exciting software companies and pride ourselves on taking a true relationship-based approach to our clients.

We believe in treating our candidates and clients with respect, listening to their needs, understanding their frustrations and using our specialist market knowledge to provide an appropriate solution.

We believe in working together with our customers as an extension of their employer brand to promote their opportunities to the best talent in the marketplace.

Are you a consultancy looking to bring in new German speaking SAP talent? 
Are you a manufacturing company looking to scale roll out new projects?

Core tech recruitment have been a driving force behind many major S4Hana roll outs. 

We know the tech market well and can deliver the best talent available, typically within 24 hours.

Each member of our team of recruiters is expertly trained to specialise within a specific technology vertical and recruits solely within one SAP module. This ensures that we understand the technical skills, qualifications and experience your ideal candidate must possess.

In short, when it comes to leading the way at the forefront of recruitment, we have what it takes.

If you are a client interested in what is available on the market for this skillset then we would love to hear from you, call one of our team on +49 211 90760099.
Are you a candidate looking for your next career step, interested in knowing what else is out there? Drop us a line for a confidential chat, info@coretechrecruitment.com",1,Baden-Württemberg,DE,Stuttgart,0,0,https://www.linkedin.com/company/core-tech-recruitment
16218133,Markovate,"At Markovate, we specialize in transforming businesses through cutting-edge AI and digital solutions. Our commitment is to drive innovation and operational excellence in every project. With a keen focus on customizing our approach for each client, we ensure that our AI-driven solutions align perfectly with your business goals. Our team, steeped in technological expertise, is dedicated to turning your vision into reality, harnessing the power of the latest advancements in AI and digital technologies.

Our Expertise:

- AI Consulting
- Gen AI Development
- Web3 Development
- Blockchain Development
- AML Consulting
- Mobile Development
- Web Development

Reduce your development timeline by 40% with Markovate:

Hire top developers within days: Our streamlined approach involves thorough profiling of your project's requirements. We then leverage our extensive network and internal expertise to identify the ideal candidates within days. This efficiency is the result of years of experience and a well-established framework that prioritizes rapid response without compromising on quality.

Over 50+ engineers & developers: Our team comprises industry-leading artificial intelligence professionals with extensive experience in AI, Gen AI, Blockchain, and mobile solutions.

Delivered over 300 digital products: Our portfolio spans a wide range of industries, showcasing our capability to handle diverse and complex projects.

Proven product development methodology: We employ a systematic approach to product development, ensuring quality and efficiency.

Team full experience in Agile product development: Our team is adept in Agile methodologies, allowing for flexible and adaptive project management.
 
See our work:

Explore our diverse portfolio and discover how we've driven success for our clients: https://markovate.com/work/

Book a meeting with our experts: https://calendly.com/markovate/schedule-a-meeting",2,California ,US,San Francisco,94111,"388 Market Street, Suite 1300",https://www.linkedin.com/company/markovate
17998520,Scale AI,"At Scale, our mission is to accelerate the development of AI applications. We believe that to make the best models, you need the best data. 

The Scale Generative AI Platform leverages your enterprise data to customize powerful base generative models to safely unlock the value of AI. The Scale Data Engine consists of all the tools and features you need to collect, curate and annotate high-quality data, in addition to robust tools to evaluate and optimize your models. Scale powers the most advanced LLMs and generative models in the world through world-class RLHF, data generation, model evaluation, safety, and alignment.

Scale is trusted by leading technology companies like Microsoft and Meta, enterprises like Fox and Accenture, Generative AI companies like Open AI and Cohere, U.S. Government Agencies like the U.S. Army and the U.S. Airforce, and Startups like Brex and OpenSea. ",4,California,US,San Francisco,94107,303 2nd St,https://www.linkedin.com/company/scaleai
18141489,ROOMHERO,"Jede Stadt braucht ihre Helden 🦸

Als Europas erster digitaler, vollständig integrierter Inneneinrichter und Construction-Experte sind wir genau der richtige Partner, wenn Sie

✅ schnell, unkompliziert und langfristig den Wert Ihrer Wohnungen steigern möchten. 

✅ Ihre Geschäftsräume effizient und nutzerzentriert weiterentwickeln und so die Produktivität Ihres Unternehmens steigern möchten;

✅ Ihre Wohn- oder Gewerbeimmobilie um- oder ausbauen möchten. Sei es aufgrund regulatorischer Nachhaltigkeitsanforderungen oder veränderter Bedürfnisse von Mietern, bzw. Mitarbeitern.

Wir lösen die Herausforderungen der Immobilienbranche auf digitalem Wege. Im Zentrum unserer Bemühungen steht jedoch immer der Mensch, der Mieter und Mitarbeiter.  

Dabei verpflichten wir uns der Nachhaltigkeit und einer ressourcensparenden Wertschöpfungskette. 

DAS IST ROOMHERO.
DAS SIND MODULAR SOLUTIONS .",1,Hessen,DE,Frankfurt am Main,60329,Moselstraße 27,https://www.linkedin.com/company/roomhero
18186393,LVIT GmbH,"Die letzte Software, die Sie je brauchen werden. Wir programmieren individuelle Lösungen, die Ihre Prozesse effizienter machen. Schnell, schlank & sicher.

Durch Technologie Grenzen sprengen: Unsere Vision prägt jeden Aspekt unserer Arbeit. Wir sind davon überzeugt, dass die richtige Software nicht nur Prozesse optimieren, sondern auch neue Horizonte eröffnen kann.",1,Bayern,DE,München,80799,Türkenstraße 91,https://www.linkedin.com/company/lvit-gmbh
18250977,Planck,"Planck is the leading commercial insurance data platform, built to enable insurers to instantly and accurately underwrite any business. Planck's GenAI-enhanced underwriting workbench aggregates and mines massive datasets, using the latest advances in artificial intelligence to automatically generate and deliver key insights customized to the commercial underwriting process. The end result is a frictionless underwriting process with greater insurer visibility into risk factors, leading to improved new business conversion and retention rates and lower loss ratios. Planck’s platform brings automation and intelligence to the underwriting process – empowering commercial insurers to focus on underwriting that truly requires human expertise. And the integrated generative AI allows underwriters to ask questions to dig even deeper into risk insights.",2,NY,US,New York,10173,340 Madison Ave,https://www.linkedin.com/company/planckdata
28686355,CodersBrain,"Coders Brain is a global leader in IT services, digital and business solutions that partners with its clients to simplify, strengthen and transform their businesses. We ensure the highest levels of certainty and satisfaction through a deep-set commitment to our clients, comprehensive industry expertise and a global network of innovation and delivery centers.

We achieved our success because of how successfully we integrate with our clients.",3,Karnataka ,IN,Bengaluru,560102,"#1245, 27th Main Rd, HSR Layout, Sector 2, Bangalore 560102, INDIA",https://www.linkedin.com/company/codersbrain
29777535,北京绘梦文化传播有限公司,"北京绘梦文化传播有限公司 is a broadcast media company based out of 北京市朝阳区金盏乡皮村村西5号厂房(谷仓科技孵化器1540号), 北京市, 北京市, China.",,北京市,CN,北京市,0,0,https://www.linkedin.com/company/%E5%8C%97%E4%BA%AC%E7%BB%98%E6%A2%A6%E6%96%87%E5%8C%96%E4%BC%A0%E6%92%AD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8
31227299,Onit India,"Onit is a global leader of enterprise workflow solutions for legal, compliance, sales, IT, HR and finance departments. Our solutions transform best practices into smarter workflows, better processes and operational efficiencies. With a focus on enterprise legal management, matter management, spend management, contract management and legal holds, we operate globally and help transform the way Fortune 500 companies and billion-dollar legal departments bridge the gap between systems of record and systems of engagement. We help customers find gains in efficiency, reduce costs and automate transactions faster. ",3,Maharashtra,IN,Pune,411016,Senapati Bapat Road,https://www.linkedin.com/company/onit-india
35527546,Marigold,"Where relationships take root. The Marigold approach to Relationship Marketing stands alone in a world of one-size-fits all marketing technology companies. Our solutions are designed for your specific size, industry, and maturity, giving you the technology and expertise you need to grow the relationships that grow your business, from customer acquisition to engagement to loyalty. And, with a team of strategists that provide insights into what’s working, what’s not, and what’s changing in your industry, you’re able to maximize ROI every step of the way. 

Great marketing isn’t just about conversion, but true connection. Learn why 40,000 businesses around the world trust Marigold to be the firm foundation they need to help relationships take root.",5,Tennessee,US,Nashville,37210,11 Lea Ave,https://www.linkedin.com/company/meet-marigold
37540841,Semiotic Labs,"Semiotic Labs is an R&D team based in Los Altos, California, specializing in AI/ML, zero-knowledge/cryptography, and blockchain infrastructure. We are product-oriented and passionate about building open-source technology that serves millions of users. We are the parent company of Odos, a market-leading liquidity aggregator (https://defillama.com/aggregators) and core developers of The Graph protocol (https://thegraph.com/). The Graph ($1B+ market cap) is an indexing protocol for organizing and accessing the world’s blockchain data. 

Odos (https://www.odos.xyz/) supports $5B+ in monthly trading volume, serves over 2 million unique users, supports 13+ blockchains, and aggregates 900+ liquidity sources.",1,California,US,Los Altos,94022,0,https://www.linkedin.com/company/semioticlabs
42403898,The Browser Company,"The Browser Company of New York is a group of friendly humans working to make the internet feel more like home. But how?

The web browser is one of the most important tools we use — not just on our computers, but in our lives. The world has changed in the past 15 years, but our web browsers look and behave pretty much the same. We think it’s time to push the web browser forward again, which is why we built Arc — a browser that’s not just faster, but also more personal, focused, creative… and maybe even more fun.

If this is as exciting for you as it is for us, don't hesitate to say hello! We're always looking for great people to join our mission. 

hello@thebrowser.company",1,NY,US,New York,10012,0,https://www.linkedin.com/company/the-browser-company
64627777,INDEEP AI,"Intelligent Systems for next-generation enterprises.

At INDEEP AI, we research and develop safe AI Systems that learn how to solve problems. Integrating intelligent software systems with already existing workplace processes is the key to efficient workflows. With intelligent systems, we enable businesses to stay ahead of the curve and seize the opportunity before it knocks at their door.

We specialize in the creation of software and technology for organizations of all sizes, responding to calls for public and private tenders.

Our services range from implementing proofs of concept to developing productive systems. We research intensively the possibilities offered by using neural networks to process texts in order to handle linguistically complex customer data records more efficiently.

NLP solutions are multi-disciplinary implementations – a cross section of language science, text mining, machine learning, and sometimes deep learning.

We mix the science of extracting meaning and learning from text data along with off-the-shelf libraries to make sure we deliver the most effective NLP solution possible. The difference between an ordinary service integrated model and a well-thought-through model is not about single digit accuracy. Rather, our in-house experts do it better by leveraging the science behind it to continuously improve on it.",1,0,ES,Las Palmas,0,0,https://www.linkedin.com/company/indeep-ai
68354921,Akcelo,Akcelo delivers powerful brand experiences that people love. We fuse creativity with experience design to solve business problems and generate white-space opportunities for some of the world's most famous brands and businesses.,2,New South Wales,AU,Redfern,2016,74-76 George St,https://www.linkedin.com/company/akceloco
68502032,Solytics Partners,"We are a global analytics firm focused on solving client problems through an amalgamation of advanced analytics, new-age technologies, and deep domain expertise.

Our cross-functional team of risk and AML experts, AI/ML data scientists, data engineers, business analysts, etc have experience working with major financial institutions (banks, asset managers, insurance firms, hedge funds, weath managers, credit unions, and non banking financial corporations) in the areas of Risk Management, AML Compliance, and Data Analytics. With operations based out of Argentina, India, UAE, the UK, and the US, we strive to serve our customers with a global perspective through our ""accelerated services"" consulting approach, bespoke automation and standardization deliverables, and our compelling business solutions for AML processes and the model risk management lifecycle.

Reach out to us to know more about how we can serve your specific requirements.",3,0,US,New York,10007,285 Fulton St,https://www.linkedin.com/company/solytics-partners
71665851,iVEGA Consulting,"We provide high-talent pool of resources to your IT needs (strategy, development, support), thereby freeing up your time and energy that can be directed towards your core business.",1,New South Wales,AU,Parramatta,2150,1 Horwood Pl,https://www.linkedin.com/company/ivega-consulting
